LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
CC.63214,CC.63214,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.63215,CC.63215,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.63216,CC.63216,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6322,CC.6322,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.633,CC.633,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6331,CC.6331,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6332,CC.6332,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6333,CC.6333,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.634,CC.634,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6341,CC.6341,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6342,CC.6342,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6343,CC.6343,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.635,CC.635,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6351,CC.6351,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6352,CC.6352,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6353,CC.6353,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6354,CC.6354,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.636,CC.636,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.637,CC.637,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6371,CC.6371,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6372,CC.6372,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6373,CC.6373,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.64,education / careers / schools software,X390,Academic studies in education not elsewhere classified,CAH22,Education and teaching,CAH22-01,Education and teaching,CAH22-01-01,Education
CC.641,CC.641,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.642,CC.642,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.643,CC.643,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.65,CC.65,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.651,CC.651,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.652,CC.652,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6521,CC.6521,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.65211,CC.65211,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.65212,CC.65212,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.66,social sciences / humanities / arts and crafts software,L900,Others in social studies,CAH15,Social sciences,CAH15-01,"Sociology, social policy and anthropology",CAH15-01-01,Social sciences (non-specific)
CC.661,CC.661,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6611,CC.6611,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.66111,CC.66111,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.66112,CC.66112,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6612,CC.6612,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.662,CC.662,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6621,CC.6621,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.663,CC.663,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.664,CC.664,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.6641,CC.6641,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.67,CC.67,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.671,CC.671,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CC.672,CC.672,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CD.,CD.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CD.1,arts / humanities information services,P100,Information services,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.2,business information services,P100,Information services,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.3,current affairs / news information services,P100,Information services,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.4,information / data collection and handling,P110,Information management,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.41,questionnaire design,P110,Information management,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.5,information sources: use/searching,P110,Information management,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.6,information work / services,P110,Information management,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CD.7,scientific / technical information services,P100,Information services,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.,LIBRARIES / LIBRARIANSHIP,P120,Librarianship,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.1,librarianship and library management,P120,Librarianship,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.2,libraries: specific types,P120,Librarianship,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.21,scientific or technical libraries,P120,Librarianship,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.3,library assistants' work,P121,Library studies,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CE.4,library services,P121,Library studies,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
CJ.,Computer technology,I100,Computer science,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CJ.11,Computer Engineering,I110,Computer architectures & operating systems,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CK.,Computer science/ computer systems,I100,Computer science,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CK.1,Computing,I100,Computer science,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CK.2,Network Computing,I120,Networks & communications,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CK.41,Photography and Digital Imaging,I150,Multimedia computing science,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CK.8,Internet Computing,I160,Internet,CAH11,Computing,CAH11-01,Computing,CAH11-01-02,Information technology
CK.81,E-Commerce,I161,e-business,CAH11,Computing,CAH11-01,Computing,CAH11-01-07,Business computing
CL.,Software engineering,I300,Software engineering,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
CL.1,Business Application Development,I300,Software engineering,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
CL.4,Software Development,I300,Software engineering,CAH11,Computing,CAH11-01,Computing,CAH11-01-04,Software engineering
CL.6,Systems Development,I200,Information systems,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
CM.,Computer operations,I900,Others in Computer sciences,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
CM.4,Computing (ICT Systems Support),I900,Others in Computer sciences,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
CM.46,Computer Network Management,I120,Networks & communications,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CN.,Computer use,I900,Others in Computer sciences,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
CN.1,Network Computing,I120,Networks & communications,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CP.,CP.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CQ.,CQ.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CQ.6,Muli-Media Computing,I150,Multimedia computing science,CAH11,Computing,CAH11-01,Computing,CAH11-01-01,Computer science
CR.,CR.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CS.,CS.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CS.1,Business IT,I900,Others in Computer sciences,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
CX.,CX.,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
CY.,Information systems/ management,I200,Information systems,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
CY.2,Information Systems,I200,Information systems,CAH11,Computing,CAH11-01,Computing,CAH11-01-03,Information systems
CY.232,Business IT,I900,Others in Computer sciences,CAH11,Computing,CAH11-01,Computing,CAH11-01-08,Others in computing
CZ.,Libraries/librarianship,P120,Librarianship,CAH18,Communications and media,CAH18-01,Communications and media,CAH18-01-01,Information services
D,D,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
DA.,HUMANITIES / GENERAL STUDIES / COMBINED STUDIES,V990,Historical & philosophical studies not elsewhere classified,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DA.8,general studies,V990,Historical & philosophical studies not elsewhere classified,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DA.81,liberal studies,V990,Historical & philosophical studies not elsewhere classified,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DA.82,modular studies,V990,Historical & philosophical studies not elsewhere classified,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DA.83,combined studies,V990,Historical & philosophical studies not elsewhere classified,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.,HISTORY,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.1,history (theoretical),V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.11,theory / philosophy of history,V590,Philosophy not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-01,Philosophy
DB.12,historical methods,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.121,historical research,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.123,historical sources,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.124,historiography,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.2,history of specific periods,V100,History by period,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.21,ancient history,V160,Ancient history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.211,pre-classical history,V160,Ancient history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.212,classical history,Q800,Classical studies,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
DB.22,early medieval history,V150,Medieval history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.23,late medieval history,V150,Medieval history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.24,renaissance history,V140,Modern history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.25,modern history (17th to 20th century),V140,Modern history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.26,contemporary history (post-1945),V140,Modern history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.3,prehistory,V160,Ancient history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.31,stone age,V420,Stone Age,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DB.32,bronze age,V430,Bronze Age,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DB.33,iron age,V440,Iron Age,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DB.4,international and comparative history,V200,History by area,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.41,international history,V271,International history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.42,comparative history,V900,Others in historical & philosophical studies,CAH14,Humanities and liberal arts (non-specific),CAH14-01,Humanities and liberal arts (non-specific),CAH14-01-01,Humanities (non-specific)
DB.5,British history,V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.52,British history: specific areas,V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.521,English history,V214,English history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.522,Anglo Irish history,V211,Irish history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.523,Scottish history,V212,Scottish history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.524,Welsh history,V213,Welsh history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.527,British Commonwealth history,V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.53,British history: specific periods,V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.531,ancient history (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.5311,pre classical history (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.5312,classical history (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.532,early medieval history (500-1100) (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.533,late medieval history (1100-1485) (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.534,renaissance history (1485-1599) (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.535,modern history (17th to 20th century) (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.536,contemporary history (post-1945) (UK),V210,British history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.6,history of specific areas / countries,V200,History by area,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.62,Europe: history,V220,European history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.63,Africa: history,V250,African history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.64,Americas: history,V230,American history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.65,Asia: history,V240,Asian history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.66,Australasia: history,V260,Australasian history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.67,Middle East: history,V290,History by area not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.7,social history,V320,Social history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.71,science / technology: history,V380,History of science,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.711,agricultural history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.712,garden history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.72,medicine: history,V384,History of medicine,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.73,religion: history,V330,History of religions,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.74,economic / political history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.741,economic history,V310,Economic history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.7411,industrial history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.7412,labour history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.7413,transport history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.742,political history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.743,military history,V391,Military history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.75,local / regional history,V320,Social history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.751,local / regional studies,V320,Social history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.76,war history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.77,maritime history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.78,sport history,V390,History by topic not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.8,oral history,V322,Oral history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.9,family history,V323,Family history,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-01,History
DB.91,DB.91,Z990,Z990,CAH23,Combined and general studies,CAH23-01,Combined and general studies,CAH23-01-01,"Combined, general or negotiated studies"
DC.,ARCHAEOLOGY,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.2,archaeological practice,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.21,archaeological surveying,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.22,archaeological drawing,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.23,excavation techniques,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.24,analysis of artifacts,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.26,field archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.27,archaeological sciences,F420,Archaeological science,CAH07,Physical sciences,CAH07-03,"Physical, material and forensic sciences",CAH07-03-04,Forensic and archaeological sciences
DC.272,bioarchaeology,V490,Archaeology not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.28,archaeological documentation,V460,Archaeological techniques,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.3,archaeological conservation,V450,Archaeological conservation,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.31,archaeological heritage management,V720,Heritage site management,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-04,Heritage studies
DC.32,ancient monuments: conservation,V450,Archaeological conservation,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.4,paleography,V490,Archaeology not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.42,hieroglyphics,V490,Archaeology not elsewhere classified,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.5,archaeology of specific kinds,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.51,funerary archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.52,industrial archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.53,archaeology of religious buildings,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.6,archaeology of specific environments,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.61,marine archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.62,landscape archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.7,archaeology of specific areas / cultures,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.72,Europe: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.722,Mediterranean Europe: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.7221,Greek archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.7222,Roman archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.723,British Isles archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.73,Middle East: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.731,Assyriology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.732,Byzantine archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.733,Egyptology,V410,Egyptology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.74,Africa: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.75,Americas: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.76,Asia: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.77,Australasia / Austronesia: archaeology,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DC.8,archaeology of specific periods / ages,V400,Archaeology,CAH20,"Historical, philosophical and religious studies",CAH20-01,History and archaeology,CAH20-01-03,Archaeology
DD.,RELIGION,V600,Theology & religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
DD.1,religious studies,V620,Religious studies,CAH20,"Historical, philosophical and religious studies",CAH20-02,Philosophy and religious studies,CAH20-02-02,Theology and religious studies
